Sex,Length,Diameter,Height,Shell Mass,Visceral Fat Mass,Body Fat Mass,Age
M,1.375,1.05,0.425,6.9456275,6.81805475,9.525432,13
I,1.275,0.95,0.2875,4.706017,3.21766825,6.0951425,8
I,0.775,0.5625,0.125,1.2757275,1.09145575,1.91359125,6
M,1.8125,1.425,0.475,14.74174,15.3370795,35.5219235,9
M,1.625,1.3,0.425,10.20582,8.17883075,17.44911725,11
I,0.675,0.5,0.175,0.9922325,0.69456275,0.963883,5
M,1.725,1.375,0.5,16.159215,13.380964,20.751834,19
F,1.6375,1.3125,0.4375,11.169703,7.38504475,16.59863225,10
I,1.1,0.85,0.3,3.40194,2.3530085,5.99591925,9
F,1.3,1.0125,0.35,6.0951425,3.8838815,7.824462,11
M,1.4375,1.125,0.3875,6.6621325,6.08096775,14.0330025,9
I,1.225,0.9375,0.2875,4.0539785,2.67902775,5.783298,8
M,1.8,1.425,0.5,13.7495075,10.375917,26.0531905,10
M,1.4125,1.1,0.3875,7.37087,6.1518415,9.865626,11
M,1.625,1.275,0.4,10.39009175,8.23552975,18.10115575,9
I,1.1875,0.9,0.275,3.685435,2.8066005,5.4147545,8
M,1.75,1.3375,0.4,15.30873,7.47009325,17.860185,19
I,0.7,0.5375,0.175,0.850485,0.60951425,1.7860185,6
M,1.225,0.975,0.3375,5.20213325,2.721552,6.860579,15
F,1.4125,1.1,0.3875,7.654365,6.066793,12.11941125,12
M,1.4125,1.0625,0.3375,7.2291225,4.74854125,9.6671795,15
M,1.45,1.15,0.3875,8.3631025,6.30776375,13.2959155,10
F,1.55,1.275,0.4375,8.9300925,6.4353365,14.13222575,14
I,0.7,0.525,0.1375,0.8788345,0.75126175,1.17650425,5
I,0.525,0.375,0.1375,0.3685435,0.18427175,0.56699,4
F,1.725,1.375,0.45,12.45960525,7.52679225,24.70658925,9
M,1.675,1.275,0.5,12.77144975,10.90038275,19.00833975,10
I,0.75,0.575,0.2375,1.0489315,1.03475675,1.587572,6
I,0.9125,0.675,0.2125,1.984465,1.37495075,2.211261,7
I,0.7125,0.55,0.1625,0.850485,0.58116475,1.14815475,5
I,1.0875,0.8625,0.3,3.35941575,1.587572,3.685435,7
F,1.225,0.9625,0.375,6.80388,3.96893,6.8322295,23
M,1.5,1.175,0.375,7.7961125,5.1879585,11.97766375,8
M,1.575,1.275,0.475,15.4504775,8.71747125,11.69416875,16
M,1.3875,1.0125,0.475,11.0279555,9.695529,17.33571925,10
I,0.975,0.75,0.25,2.381358,1.6726205,3.13261975,7
M,1.2125,1,0.3375,5.6699,3.8838815,8.8733935,10
I,1.4875,1.075,0.4125,7.72523875,5.8683465,12.82814875,8
F,1.6,1.25,0.4125,9.07184,6.7755305,15.705623,11
M,1.65,1.275,0.45,9.6104805,6.61960825,14.17475,10
F,1.6375,1.2625,0.4375,9.241937,8.40562675,17.59086475,10
F,1.0125,0.7625,0.2375,2.83495,2.53728025,4.12485225,9
F,1.5,1.175,0.425,9.08601475,6.36446275,14.16057525,9
F,1.5375,1.1875,0.425,9.7805775,6.67630725,13.31009025,14
I,1.2625,1,0.3625,5.8683465,4.03980375,9.468733,8
M,1.3,1,0.3,5.2446575,3.72795925,6.633783,8
I,1.35,1.025,0.3375,5.6699,5.0178615,8.788345,8
I,1.375,1.1125,0.275,7.37087,4.025629,10.716111,10
M,1.5625,1.225,0.4125,9.82310175,8.80251975,14.67086625,10
I,0.475,0.325,0.075,0.283495,0.4252425,0.43941725,6
F,1.5,1.2125,0.3625,6.7755305,4.49339575,10.04989775,9
I,0.8125,0.625,0.1875,1.28990225,0.86465975,2.1262125,6
M,1.2875,1,0.3125,7.37087,7.18659825,9.6671795,13
F,1.675,1.35,0.4125,14.3164975,10.149121,14.685041,14
M,1.55,1.2375,0.4875,14.72756525,9.808927,16.4143605,15
M,1.25,0.975,0.3125,3.7137845,3.3168915,7.04485075,6
M,1.4625,1.1375,0.5625,10.3475675,6.2652395,10.81533425,15
I,1.05,0.8125,0.2875,2.83495,1.80019325,3.67126025,8
I,1.3,1.0375,0.35,4.762716,3.78465825,8.731646,9
M,1.25,1,0.325,6.80388,3.7704835,7.314171,12
I,0.9,0.6625,0.2375,2.1262125,1.304077,2.9766975,7
M,1.425,1.1375,0.375,7.78193775,6.10931725,11.04213025,9
F,1.4375,1.125,0.4,7.29999625,6.066793,15.762322,10
F,1.4375,1.125,0.3375,6.690482,4.69184225,10.262519,10
M,1.5,1.125,0.4875,10.21999475,9.22776225,17.4916415,10
I,0.6375,0.4625,0.175,0.7087375,0.510291,0.793786,6
F,1.4375,1.1625,0.4875,13.324265,7.0023265,11.8217415,8
F,1.525,1.2375,0.4375,9.79475225,8.9300925,15.025235,10
I,1.1125,0.825,0.25,4.819415,2.14038725,4.6209685,13
F,1.4625,1.1375,0.425,8.06543275,7.4559185,12.06271225,11
I,0.8875,0.7,0.2125,3.2601925,1.11980525,2.6932025,7
F,1.5125,1.2,0.35,6.80388,6.64795775,13.42348825,8
I,1.2125,0.95,0.3,4.1673765,3.04757125,5.88252125,6
M,1.4625,1.125,0.375,8.9300925,7.824462,12.23280925,14
F,1.875,1.425,0.525,15.4504775,14.72756525,31.4395955,11
I,0.9625,0.7,0.2125,1.8994165,1.077281,2.7499015,8
M,1.6375,1.3625,0.475,10.716111,9.4403835,17.93105875,10
I,1.5,1.1125,0.4375,10.0640725,6.123492,10.8578585,16
I,0.9375,0.675,0.2125,1.984465,1.1056305,2.67902775,7
F,1.5375,1.225,0.475,9.865626,7.2858215,13.31009025,11
M,1.55,1.2875,0.4375,11.1980525,6.8322295,15.1669825,13
M,1.5,1.1625,0.4125,8.9300925,6.64795775,13.1825175,11
M,1.55,1.1625,0.4625,9.07184,8.68912175,16.4143605,12
M,1.5125,1.175,0.4,9.7805775,6.81805475,14.10387625,12
F,1.375,1.075,0.35,5.51397775,6.180191,10.6310625,8
M,1.1625,0.8875,0.3,3.95475525,2.7499015,7.72523875,8
F,1.2875,1.0625,0.35,7.2291225,4.89028875,8.618248,14
I,0.8125,0.5625,0.1875,2.551455,0.907184,1.60174675,6
M,1.6875,1.3125,0.4625,11.1980525,9.525432,19.66037825,13
F,1.6,1.3125,0.4375,10.489315,8.83086925,18.313777,9
M,1.45,1.125,0.375,10.20582,5.14543425,7.824462,14
I,1.55,1.2,0.45,8.674947,7.52679225,14.98271075,12
M,1.2875,1.05,0.35,8.221355,4.365823,7.10154975,13
M,1.325,1.05,0.4125,6.9456275,6.7755305,9.0434905,11
M,1.3375,1.05,0.325,7.93786,5.1312595,8.5331995,14
I,1.325,1.05,0.325,7.0590255,4.7343665,10.61688775,11
M,0.85,0.6625,0.2125,1.8427175,1.304077,2.1829115,10
F,1.6375,1.1375,0.425,9.68135425,8.97261675,16.6411565,11
F,1.6625,1.325,0.4625,13.891255,9.08601475,12.927372,15
M,1.475,1.15,0.3875,9.4970825,4.20990075,9.2702865,15
F,1.3,1.0125,0.3,5.1312595,4.01145425,7.49844275,11
M,1.425,1.2,0.4375,10.77281,7.3992195,13.437663,11
F,1.5625,1.2875,0.4,9.1001895,9.241937,16.20173925,9
I,0.8125,0.625,0.2,1.7860185,1.00640725,1.68679525,7
F,1.1,0.85,0.35,4.53592,3.07592075,5.273007,9
M,1.1,0.9375,0.325,4.3941725,2.73572675,6.406987,9
F,1.6625,1.325,0.45,12.3320325,9.695529,17.98775775,10
F,1.375,1.075,0.35,7.7961125,4.5642695,10.432616,9
M,1.75,1.35,0.5125,13.79203175,10.5743635,22.35358075,13
F,1.25,0.9625,0.2875,5.5281525,3.912231,8.34892775,12
F,1.6125,1.225,0.5375,14.458245,6.47786075,12.09106175,25
M,0.925,0.7,0.2625,2.1262125,1.63009625,2.31048425,8
F,1.3125,1.0625,0.4,6.9456275,6.05261825,10.04989775,9
F,1.75,1.3625,0.325,5.5281525,10.602713,19.06503875,12
I,0.825,0.5625,0.1875,1.20485375,1.11980525,2.67902775,7
F,1.4125,1.1375,0.325,8.50485,7.49844275,12.4454305,10
F,1.575,1.2,0.4375,14.5999925,8.60407325,14.21727425,17
I,1.0625,0.8125,0.275,2.551455,1.360776,3.8271825,8
F,1.65,1.3375,0.4375,11.7650425,8.85921875,20.1564945,12
F,1.65,1.325,0.4625,13.494362,7.66853975,15.478827,11
I,1.4125,1.075,0.3375,7.7961125,5.03203625,9.1001895,11
M,1.575,1.2625,0.5625,12.757275,9.45455825,15.87572,15
F,1.6625,1.425,0.4625,11.4815475,8.57572375,19.74542675,13
I,0.8875,0.6375,0.2,1.644271,1.43164975,2.211261,7
I,1.525,1.15,0.425,10.489315,7.2858215,11.623295,17
I,1.05,0.775,0.25,2.4097075,2.08368825,3.2601925,8
M,1.575,1.175,0.3625,7.824462,7.37087,14.74174,9
F,1.3875,1.1125,0.4375,7.89533575,6.917278,15.6205745,8
F,1.2875,1.0125,0.3,5.0178615,3.98310475,8.20718025,10
I,1.325,1.0625,0.325,6.0951425,5.68407475,11.07047975,9
F,1.425,1.1,0.35,8.6465975,5.6982495,10.73028575,17
I,1.475,1.1875,0.3625,7.3425205,5.8683465,13.25339125,10
I,1.2125,0.8625,0.4,9.0434905,5.2446575,8.74582075,9
F,1.55,1.175,0.35,10.20582,6.350288,10.21999475,15
M,1.6625,1.3125,0.3875,12.71475075,8.63242275,15.09610875,10
F,1.575,1.2,0.375,8.0796075,9.525432,11.113004,12
F,1.1375,0.875,0.35,4.9611625,3.75630875,5.57067675,10
I,0.675,0.4875,0.1625,0.80796075,0.63786375,1.34660125,5
F,1.6875,1.3125,0.425,13.4660125,9.979024,23.71435675,9
F,1.6,1.25,0.425,8.9300925,9.56795625,16.0174675,9
I,1.3,0.9875,0.3375,4.9611625,3.67126025,8.46232575,9
F,1.6375,1.325,0.4125,11.3398,3.55786225,16.5277585,8
M,1.3375,1.0875,0.35,6.22271525,6.4920355,10.58853825,8
I,0.9125,0.675,0.2125,1.871067,1.48834875,2.65067825,7
F,1.5625,1.2125,0.475,11.90679,6.53455975,12.43125575,17
I,0.9375,0.7125,0.2,2.05533875,1.13398,2.76407625,7
I,0.7375,0.55,0.175,0.9922325,0.83631025,1.63009625,6
F,1.1875,0.9375,0.3125,4.3941725,4.86193925,6.7188315,10
F,1.225,0.95,0.3875,5.10291,3.55786225,6.78970525,9
F,1.775,1.4125,0.4875,13.891255,13.947954,22.2543575,11
M,1.15,0.85,0.3375,5.2446575,3.3168915,4.69184225,10
M,1.55,1.2125,0.3625,7.93786,6.22271525,13.19669225,11
I,1.325,0.9875,0.3125,5.5281525,3.061746,8.43397625,11
M,1.4,1.1125,0.4,6.27941425,6.16601625,11.90679,8
M,1.1625,0.9,0.3125,4.1106775,3.04757125,4.7910655,11
M,1.3875,1.1,0.35,7.2291225,4.422522,11.5382465,9
F,1.3125,1.0375,0.375,5.6415505,4.1673765,9.3269855,10
I,0.8875,0.65,0.225,1.644271,1.40330025,2.02698925,7
F,1.7375,1.375,0.4625,11.24057675,11.38232425,22.8213475,10
F,1.5875,1.275,0.4375,10.20582,7.3992195,16.25843825,14
I,0.75,0.575,0.1875,0.97805775,0.850485,1.474174,6
I,1.1625,0.8875,0.275,3.40194,2.84912475,6.520385,7
F,1.3625,1.1125,0.4375,8.3631025,5.3580555,9.82310175,13
M,1,0.7875,0.2625,3.2034935,1.0489315,3.21766825,10
F,1.6125,1.2125,0.375,8.3064035,6.56290925,16.82542825,12
F,1.65,1.3375,0.5125,13.891255,7.86698625,16.79707875,10
I,0.6875,0.4875,0.225,1.00640725,0.83631025,1.54504775,6
F,1.6125,1.3375,0.475,12.020188,6.76135575,13.267566,10
I,0.9625,0.7,0.25,2.05533875,1.7293195,3.69960975,8
F,1.65,1.3125,0.4,11.169703,9.0434905,14.10387625,13
I,1.1375,0.8875,0.3125,4.15320175,3.572037,6.3786375,7
M,1.875,1.3875,0.5375,14.9827108,14.84096325,30.09299425,11
M,1.25,0.975,0.3375,6.76135575,4.46504625,10.2341695,9
F,0.95,0.7625,0.2625,2.551455,1.74349425,2.96252275,12
M,1.0625,0.825,0.325,4.3941725,2.65067825,4.309124,9
I,0.65,0.5375,0.2,1.2757275,0.72291225,1.0489315,5
I,0.525,0.375,0.125,0.4252425,0.35436875,0.49611625,4
F,1.5,1.15,0.3625,7.030676,6.36446275,11.29727575,8
M,1.2,0.8875,0.4,6.7755305,3.005047,6.2652395,8
F,1.625,1.475,0.55,12.3320325,10.716111,21.829115,11
F,1.55,1.1875,0.4,9.355335,7.61184075,13.1258185,10
I,0.825,0.625,0.2375,1.474174,1.11980525,2.891649,7
M,1.6625,1.3125,0.45,11.3398,8.221355,19.03668925,12
M,1.25,0.8875,0.35,3.96893,4.2240755,6.02426875,9
M,1.175,0.875,0.25,4.9611625,2.50893075,5.34388075,8
M,1.75,1.3125,0.4375,13.324265,10.24834425,24.79163775,10
F,1.5,1.2,0.375,8.3631025,7.66853975,11.58077075,16
F,1.4875,1.2375,0.4625,13.7495075,6.350288,11.793392,13
M,1.35,1.05,0.3875,6.0951425,4.309124,9.96484925,12
M,1.45,1.1,0.4,7.04485075,5.68407475,9.53960675,9
F,1.3,1.15,0.375,7.200773,5.62737575,14.8267885,7
F,1.4125,1.1125,0.3875,7.01650125,5.82582225,9.6671795,10
I,0.8125,0.675,0.25,1.8427175,1.23320325,2.26796,6
M,1.2625,1.025,0.3125,4.3941725,3.7704835,8.1930055,9
M,1.8125,1.375,0.5,14.41572075,12.09106175,24.76328825,9
F,1.225,0.9375,0.3375,6.23689,2.891649,7.24329725,11
M,1.625,1.2875,0.4375,11.3398,8.63242275,19.1926115,10
I,1.45,1.05,0.35,6.39281225,2.891649,9.31281075,9
M,1.525,1.2,0.4625,8.221355,8.26387925,19.54698025,10
M,1.5625,1.2125,0.4,8.561549,6.33611325,17.8885345,9
M,0.95,0.75,0.25,2.19708625,1.51669825,3.005047,8
F,1.675,1.2875,0.425,10.489315,9.62465525,18.72484475,11
F,1.55,1.275,0.45,9.128539,7.767763,16.782904,10
I,1.625,1.2875,0.4,9.355335,5.7549485,14.0330025,17
M,1.6125,1.25,0.4375,9.8939755,8.4765005,17.9452335,11
F,1.7625,1.3875,0.5,14.74174,9.17106325,13.36678925,19
F,1.525,1.125,0.325,7.711064,4.86193925,11.0279555,11
F,1.7625,1.3625,0.45,13.16834275,10.41844125,17.22232125,13
I,1.4375,1.125,0.325,6.0384435,4.86193925,11.4248485,10
I,1.4625,1.1875,0.4,8.0796075,6.633783,13.60776,10
F,1.375,1.0875,0.35,6.42116175,4.932813,9.8372765,9
F,1.15,0.875,0.2875,3.30271675,3.16096925,5.74077375,6
I,1.0375,0.8125,0.2875,3.005047,1.4458245,3.98310475,12
M,1.05,0.8625,0.2625,3.685435,2.721552,4.9611625,7
M,1.4125,1.0625,0.4,7.7961125,6.19436575,9.90815025,17
I,1.3875,1.075,0.375,7.0023265,4.97533725,9.7805775,9
M,1.3125,1,0.3875,6.3786375,4.55009475,7.994559,9
M,1.7375,1.375,0.5375,16.726205,15.3370795,20.19901875,14
M,1.375,1.075,0.45,6.3786375,4.5075705,12.48795475,10
I,1.075,0.8,0.25,2.551455,2.26796,4.63514325,7
M,1.6375,1.2875,0.4,9.7805775,10.4609655,15.6772735,11
M,1.525,1.175,0.425,8.788345,6.81805475,14.81261375,9
I,1.3375,0.975,0.3125,4.7910655,4.2240755,7.35669525,9
M,0.9375,0.7125,0.2375,2.62232875,1.63009625,2.721552,9
M,1.6875,1.2875,0.375,11.66581925,8.06543275,15.762322,11
I,0.925,0.7,0.225,1.984465,1.54504775,2.56562975,11
I,1.25,0.9375,0.3,4.819415,3.288542,6.0951425,9
M,1.625,1.25,0.3875,8.334753,8.88756825,16.0174675,11
F,1.45,1.1625,0.4125,9.922325,5.93922025,11.453198,11
F,1.0625,0.875,0.25,4.9611625,2.14038725,4.9611625,7
F,1.375,1.175,0.375,7.58349125,6.90310325,10.8011595,10
F,1.625,1.225,0.3875,8.66077225,6.463686,15.4504775,9
F,1.1625,0.9,0.3,4.53592,3.18931875,5.443104,10
I,0.775,0.5625,0.175,1.13398,0.4252425,12.3320325,5
I,0.4375,0.3125,0.125,0.226796,0.09922325,0.226796,5
M,1.7875,1.3,0.45,12.6155275,9.99319875,20.071446,12
F,1.7,1.4,0.4125,13.04077,7.95203475,17.16562225,15
M,1.3875,1.1125,0.3375,7.7961125,4.60679375,9.525432,13
M,1.1875,0.9,0.25,3.175144,2.8066005,5.57067675,7
F,0.925,0.6875,0.25,2.26796,0.737087,2.6365035,8
M,1.6125,1.325,0.4875,10.58853825,8.34892775,18.32795175,10
M,1.125,0.8875,0.2875,4.3941725,3.35941575,5.10291,10
F,1.5625,1.2125,0.3375,10.21999475,7.58349125,17.293195,14
I,1.525,1.1625,0.375,8.107957,4.89028875,12.74310025,9
I,0.875,0.65,0.1875,1.5592225,0.69456275,2.551455,5
M,0.7,0.525,0.1625,0.850485,0.56699,0.9922325,5
F,1.5875,1.2375,0.4375,9.1568885,7.72523875,20.0430965,9
I,1.45,1.0875,0.375,7.12989925,5.45727875,10.2908685,6
F,1.4875,1.1875,0.4125,10.489315,6.066793,12.587178,10
F,1.325,1.0625,0.425,7.881161,6.78970525,9.87980075,17
I,1.2375,1,0.3625,4.66349275,3.69960975,7.21494775,8
M,1.4125,1.1375,0.3875,7.37087,5.1879585,11.9351395,11
F,1.425,1.1125,0.3875,6.6621325,4.5075705,7.994559,14
F,1.4,1.075,0.375,6.23689,4.5642695,12.8423235,8
I,1.2125,0.9125,0.35,6.53455975,2.62232875,5.37223025,8
M,1.225,0.9875,0.3,5.2446575,3.50116325,9.42620875,9
I,0.95,0.7125,0.2125,1.984465,1.14815475,3.2601925,6
I,0.8375,0.65,0.225,1.587572,1.1623295,2.48058125,7
F,1.95,1.575,0.5375,16.612807,14.13222575,42.184056,11
F,1.475,1.1625,0.375,9.63883,6.973977,11.113004,12
F,1.1625,0.875,0.325,4.3941725,2.9199985,5.51397775,18
I,1.2875,0.9625,0.3125,4.6776675,4.06815325,6.7188315,7
F,1.325,1.0375,0.4,6.9456275,4.479221,8.32057825,15
F,1.3,1.0625,0.375,6.520385,5.71242425,10.9145575,10
I,1.3,1.0375,0.4,7.37087,4.025629,5.96756975,15
I,1.25,1,0.3,5.48562825,4.0539785,7.3992195,8
I,1.3,1.025,0.3,5.386405,3.1467945,6.76135575,8
M,1.65,1.2875,0.5,11.3681495,11.963489,21.2337755,11
F,1.4625,1.15,0.375,7.12989925,5.96756975,14.2597985,11
F,1.5375,1.2875,0.425,11.90679,6.36446275,12.20445975,16
I,0.95,0.7,0.2125,2.4097075,1.7293195,3.2601925,6
F,1.525,1.2125,0.4125,9.355335,6.90310325,11.15552825,18
I,1.125,0.8875,0.2875,3.18931875,3.061746,5.216308,11
I,0.95,0.6875,0.2375,2.1262125,1.85689225,2.67902775,6
F,1.1,0.8625,0.425,4.29494925,2.33883375,4.252425,12
F,1.4875,1.175,0.625,12.6155275,7.01650125,13.097469,14
I,0.8375,0.65,0.225,1.8427175,0.680388,2.211261,11
F,1.425,1.1,0.3,6.633783,4.32329875,10.829509,9
M,1.4375,1.125,0.3875,7.3425205,5.839997,12.1619355,7
M,1.75,1.4125,0.4375,15.30873,11.15552825,23.94115275,10
I,1.8125,1.375,0.55,18.5689225,12.48795475,21.92833825,10
M,1.3875,1.1,0.3625,6.520385,4.77689075,11.80756675,8
F,1.6,1.1875,0.4375,8.164656,9.6671795,13.79203175,9
F,1.1375,0.9125,0.275,3.81300775,1.304077,4.706017,13
I,1.3,1.0125,0.35,5.0745605,4.1106775,5.6699,11
M,0.7375,0.575,0.2125,1.2190285,0.80796075,1.190679,8
M,1.55,1.225,0.3875,8.788345,7.01650125,14.3164975,9
I,1.2125,0.9375,0.325,4.53592,3.64291075,8.32057825,7
M,1.45,1.1,0.375,7.92368525,6.19436575,14.685041,10
M,1.5625,1.2375,0.4625,9.7805775,8.51902475,20.14231975,11
I,0.5875,0.45,0.15,0.510291,0.41106775,0.623689,6
M,1.4,1.0625,0.3375,7.49844275,6.2652395,9.25611175,10
F,1.425,1.0875,0.35,6.50621025,5.556502,11.07047975,8
M,1.375,1.025,0.3125,5.5281525,4.63514325,7.10154975,14
M,1.525,1.1875,0.425,8.60407325,6.61960825,12.3320325,10
I,1.15,0.875,0.275,3.41611475,2.3530085,4.989512,7
M,1.5625,1.2625,0.4375,9.1568885,6.42116175,15.37960375,8
M,0.8125,0.6,0.2125,1.417475,1.077281,2.25378525,7
F,1.8,1.3125,0.45,12.3320325,9.11436425,17.8885345,7
M,1.55,1.2,0.4125,8.845044,6.6621325,13.65028425,9
F,1.65,1.325,0.4625,13.891255,6.9456275,13.9763035,12
F,1.0375,0.7625,0.2625,2.83495,2.324659,3.40194,10
M,1.3625,1.1,0.35,6.76135575,5.40057975,10.092422,11
F,1.85,1.4125,0.5125,13.664459,14.69921575,27.37144225,12
M,1.4,1.1,0.4,7.37087,7.89533575,14.27397325,10
F,1.5125,1.1875,0.3625,7.654365,6.3786375,13.31009025,15
I,1.3125,0.975,0.2625,4.53592,3.04757125,8.15048125,8
F,1.65,1.4125,0.4875,14.17475,9.25611175,19.617854,16
I,0.85,0.65,0.2,1.5592225,1.57339725,2.26796,6
F,1.4,1.1375,0.475,7.7961125,3.6570855,8.0229085,9
M,1.55,1.2375,0.45,10.0640725,7.200773,16.34348675,12
I,1.1625,0.9,0.2625,3.96893,3.288542,6.066793,15
M,1.6375,1.375,0.45,10.3475675,7.9662095,16.612807,10
M,1.5625,1.2375,0.45,8.88756825,7.200773,13.36678925,10
M,0.6375,0.45,0.1625,0.7087375,0.396893,0.963883,5
F,1.7,1.4,0.4875,15.4504775,10.92873225,16.44271,11
M,1.575,1.225,0.4125,8.334753,7.7394135,16.3009625,10
I,0.85,0.6125,0.2125,1.5025235,1.077281,2.84912475,6
M,1.1,0.875,0.275,3.685435,2.50893075,5.6699,9
I,0.8375,0.6,0.2375,1.5592225,1.1056305,1.757669,9
I,0.6875,0.4375,0.225,1.99863975,1.6159215,2.721552,5
I,0.625,0.475,0.1625,0.7087375,0.4252425,1.1056305,5
M,1.325,1.0875,0.4,9.4970825,4.649318,8.958442,15
M,1.3125,1.0125,0.325,4.9611625,5.59902625,9.25611175,8
I,0.5,0.3625,0.0625,0.283495,0.21262125,0.3118445,5
M,0.5875,0.4,0.15,0.4252425,0.26932025,0.75126175,4
F,1.775,1.4375,0.4375,14.74174,10.50348975,18.32795175,15
I,1.15,0.8375,0.275,3.118445,2.11203775,6.3786375,8
I,1.1,0.9125,0.275,3.21766825,2.5231055,6.0384435,9
M,1.5875,1.25,0.45,10.489315,7.64019025,16.839603,9
I,1.5,1.2,0.425,8.221355,6.30776375,10.77281,8
I,1.1625,0.925,0.3,4.1673765,2.31048425,5.329706,9
I,0.9875,0.675,0.25,2.324659,1.7293195,4.09650275,5
F,1.4,1.0875,0.4625,9.355335,6.90310325,11.963489,15
M,1.6375,1.3125,0.4,11.4815475,8.8166945,19.447757,11
M,1.3,0.975,0.3,4.5642695,4.4508715,8.17883075,7
I,1.6625,1.25,0.425,10.19164525,8.2497045,17.10892325,9
F,1.425,1.0875,0.375,6.9456275,4.422522,10.98543125,10
F,1.15,0.9375,0.3,4.819415,2.494756,6.25106475,7
M,1.925,1.5125,0.4375,10.0640725,14.911837,22.69377475,11
M,1.025,0.8125,0.3,3.5436875,2.2963095,4.479221,12
I,1.3875,1.0875,0.3625,6.80388,4.46504625,7.427569,11
F,1.575,1.275,0.4625,8.68912175,9.8939755,14.50076925,11
F,0.9625,0.75,0.25,2.26796,1.6159215,3.16096925,6
M,1.4625,1.1625,0.4,7.5126175,6.690482,13.02659525,7
M,1.675,1.3375,0.475,14.401546,8.32057825,21.16290175,11
I,0.975,0.7375,0.25,2.26796,1.6726205,3.27436725,7
M,1.55,1.25,0.45,9.412034,7.92368525,20.581737,11
M,1.45,1.1125,0.3375,6.23689,5.42892925,10.70193625,9
F,1.2,0.925,0.325,4.52174525,4.26659975,7.01650125,15
I,1.375,1.0375,0.3625,6.27941425,4.53592,10.5743635,8
M,1.3875,1.0875,0.3375,8.221355,4.49339575,10.6877615,15
F,1.55,1.35,0.4125,10.1207715,6.90310325,14.16057525,11
F,1.4625,1.15,0.4125,8.334753,7.087375,13.777857,9
F,1.6375,1.2625,0.475,12.0485375,7.78193775,16.82542825,12
I,1.3125,0.9875,0.3,3.98310475,3.95475525,8.4198015,8
M,1.3,0.9875,0.3125,5.6699,4.706017,11.43902325,7
F,1.65,1.325,0.45,11.3681495,8.561549,22.01338675,10
M,1.5375,1.1375,0.325,7.52679225,5.159609,13.891255,10
M,1.175,0.925,0.2625,4.3941725,2.87747425,5.74077375,10
I,0.9625,0.75,0.3125,2.2963095,2.08368825,4.83358975,7
I,1.0375,0.8125,0.25,2.73572675,1.77184375,3.9405805,7
F,1.325,1.0625,0.375,5.726599,6.577084,9.298636,8
M,1.5,1.1375,0.3875,7.087375,5.91087075,12.37455675,8
F,1.525,1.2125,0.375,8.74582075,8.26387925,17.08057375,12
M,0.975,0.75,0.225,2.4097075,1.82854275,4.0539785,9
M,1.3875,1.1375,0.3375,6.6621325,4.8477645,10.829509,9
F,0.875,0.6625,0.225,1.70097,1.17650425,2.11203775,7
M,0.85,0.6375,0.2375,1.984465,0.963883,2.2963095,-1
M,1.7125,1.3,0.375,9.07184,8.3064035,20.36911575,11
M,1.6,1.2875,0.4125,10.149121,9.68135425,17.916884,10
M,1.7375,1.3625,0.4625,12.77144975,10.87203325,18.83824275,13
F,1.5875,1.3,0.4125,11.679994,8.391452,14.35902175,11
M,1.2375,1.0375,0.4125,8.0796075,3.798833,7.484268,13
I,1.2625,0.975,0.375,4.422522,3.7137845,10.262519,8
F,1.625,1.3,0.4875,12.246984,11.07047975,19.5328055,11
M,1.5875,1.1875,0.425,10.39009175,7.64019025,14.75591475,10
M,1.625,1.2875,0.45,11.4815475,9.8372765,16.05999175,13
M,1.1625,0.875,0.35,5.386405,4.26659975,5.71242425,15
M,1.3375,1.05,0.375,6.80388,4.3374735,7.29999625,12
F,1.3375,1.0375,0.425,8.0796075,5.57067675,8.3631025,10
M,1.5125,1.175,0.4125,8.29222875,7.427569,17.08057375,11
F,1.6375,1.225,0.4,9.14271375,7.41339425,15.46465225,9
I,0.975,0.75,0.2375,2.5231055,1.63009625,4.72019175,7
M,1.2625,1,0.375,5.2446575,4.4508715,9.76640275,7
M,1.525,1.2125,0.425,10.20582,6.81805475,11.8784405,12
F,1.425,1.1375,0.375,7.654365,7.2291225,15.30873,8
F,1.4125,1.1,0.375,7.654365,4.2240755,12.3320325,9
I,1.2375,0.9375,0.2875,3.95475525,3.24601775,8.788345,8
F,1.3375,1,0.375,8.15048125,7.7961125,17.519991,10
F,1.5,1.1875,0.375,8.6465975,5.556502,16.3009625,9
F,1.8875,1.4375,0.5,13.60776,13.19669225,28.73221825,11
M,1.525,1.175,0.375,8.74582075,7.314171,16.0174675,11
F,1.6375,1.3125,0.475,11.29727575,9.11436425,15.989118,10
M,1.75,1.3625,0.4625,10.44679075,11.43902325,21.262125,11
M,1.55,1.15,0.425,8.391452,7.47009325,15.1669825,7
M,1.5125,1.225,0.45,9.922325,8.1363065,13.60776,18
I,1.075,0.8,0.275,2.9766975,2.891649,4.74854125,8
I,1.1625,0.8875,0.225,3.61456125,2.097863,5.68407475,9
I,1.425,1.125,0.3375,6.9456275,4.01145425,10.81533425,8
I,1.2375,0.9375,0.35,5.4147545,2.76407625,5.1312595,8
M,0.7875,0.625,0.225,2.25378525,1.0489315,1.74349425,11
M,1.675,1.3125,0.425,10.9712565,8.57572375,20.2698925,9
M,1.8125,1.425,0.475,20.5533875,13.6928085,30.34813975,14
M,1.575,1.1375,0.375,8.6465975,7.78193775,13.6361095,9
